member_id,dept_id,closure_start,closure_end,closure_duration_days,group,treated,displacement_prob,disp_binary,closure_event_id,period_start,calendar_month,rel_t,post,variety_seeking,event_fe_id,displacement_prob_centered,closure_length_std
85,133,2021-07-28,2021-08-22,26,control,0,0.5279347,1,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,1.0,85|133|2021-07-28,0.2201547270397582,1.4382326119465625
101,133,2021-07-28,2021-08-22,26,control,0,0.3879076,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,,101|133|2021-07-28,0.08012762703975823,1.4382326119465625
605,133,2021-07-28,2021-08-22,26,control,0,0.3840487,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,,605|133|2021-07-28,0.07626872703975823,1.4382326119465625
634,133,2021-07-28,2021-08-22,26,control,0,0.07700783,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,,634|133|2021-07-28,-0.2307721429602418,1.4382326119465625
948,133,2021-07-28,2021-08-22,26,control,0,0.33341172,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,,948|133|2021-07-28,0.025631747039758235,1.4382326119465625
1339,133,2021-07-28,2021-08-22,26,control,0,0.4909028,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,1.0,1339|133|2021-07-28,0.18312282703975818,1.4382326119465625
1342,133,2021-07-28,2021-08-22,26,control,0,0.09801485,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,,1342|133|2021-07-28,-0.2097651229602418,1.4382326119465625
1343,133,2021-07-28,2021-08-22,26,control,0,0.30675325,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,,1343|133|2021-07-28,-0.0010267229602418104,1.4382326119465625
1552,133,2021-07-28,2021-08-22,26,control,0,0.22416815,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,,1552|133|2021-07-28,-0.08361182296024178,1.4382326119465625
1664,133,2021-07-28,2021-08-22,26,control,0,0.54515,1,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,,1664|133|2021-07-28,0.23737002703975824,1.4382326119465625
1780,133,2021-07-28,2021-08-22,26,control,0,0.38562515,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,0.0,1780|133|2021-07-28,0.07784517703975824,1.4382326119465625
1936,133,2021-07-28,2021-08-22,26,control,0,0.12665549,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,,1936|133|2021-07-28,-0.18112448296024178,1.4382326119465625
2252,133,2021-07-28,2021-08-22,26,control,0,0.084710866,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,,2252|133|2021-07-28,-0.2230691069602418,1.4382326119465625
2733,133,2021-07-28,2021-08-22,26,control,0,0.018964805,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,,2733|133|2021-07-28,-0.28881516796024176,1.4382326119465625
3111,133,2021-07-28,2021-08-22,26,control,0,0.4965722,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,1.0,3111|133|2021-07-28,0.18879222703975823,1.4382326119465625
3337,133,2021-07-28,2021-08-22,26,control,0,0.12236054,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,1.0,3337|133|2021-07-28,-0.18541943296024177,1.4382326119465625
3827,133,2021-07-28,2021-08-22,26,control,0,0.15685983,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,,3827|133|2021-07-28,-0.15092014296024178,1.4382326119465625
3866,133,2021-07-28,2021-08-22,26,control,0,0.1842222,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,,3866|133|2021-07-28,-0.12355777296024179,1.4382326119465625
3946,133,2021-07-28,2021-08-22,26,control,0,0.004679803,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,,3946|133|2021-07-28,-0.3031001699602418,1.4382326119465625
3984,133,2021-07-28,2021-08-22,26,control,0,0.37410524,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,,3984|133|2021-07-28,0.06632526703975822,1.4382326119465625
4683,133,2021-07-28,2021-08-22,26,control,0,0.43757772,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,,4683|133|2021-07-28,0.12979774703975822,1.4382326119465625
4764,133,2021-07-28,2021-08-22,26,control,0,0.21567392,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,,4764|133|2021-07-28,-0.0921060529602418,1.4382326119465625
4844,133,2021-07-28,2021-08-22,26,control,0,0.008794766,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,,4844|133|2021-07-28,-0.2989852069602418,1.4382326119465625
4878,133,2021-07-28,2021-08-22,26,control,0,0.04202372,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,,4878|133|2021-07-28,-0.2657562529602418,1.4382326119465625
5309,133,2021-07-28,2021-08-22,26,control,0,0.5665242,1,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,1.0,5309|133|2021-07-28,0.25874422703975825,1.4382326119465625
5347,133,2021-07-28,2021-08-22,26,control,0,0.45002046,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,1.0,5347|133|2021-07-28,0.14224048703975822,1.4382326119465625
5497,133,2021-07-28,2021-08-22,26,control,0,0.45248896,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,,5497|133|2021-07-28,0.1447089870397582,1.4382326119465625
5817,133,2021-07-28,2021-08-22,26,control,0,0.004060525,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,,5817|133|2021-07-28,-0.3037194479602418,1.4382326119465625
6084,133,2021-07-28,2021-08-22,26,control,0,0.56324303,1,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,0.5,6084|133|2021-07-28,0.2554630570397582,1.4382326119465625
6380,133,2021-07-28,2021-08-22,26,treatment,1,0.31755197,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,,6380|133|2021-07-28,0.009771997039758229,1.4382326119465625
6761,133,2021-07-28,2021-08-22,26,treatment,1,0.09461717,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,,6761|133|2021-07-28,-0.2131628029602418,1.4382326119465625
6799,133,2021-07-28,2021-08-22,26,control,0,0.1081852,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,,6799|133|2021-07-28,-0.1995947729602418,1.4382326119465625
6801,133,2021-07-28,2021-08-22,26,control,0,0.18680586,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,0.4,6801|133|2021-07-28,-0.1209741129602418,1.4382326119465625
7122,133,2021-07-28,2021-08-22,26,control,0,0.78245467,1,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,,7122|133|2021-07-28,0.47467469703975823,1.4382326119465625
7293,133,2021-07-28,2021-08-22,26,control,0,0.69879174,1,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,0.3333333333333333,7293|133|2021-07-28,0.3910117670397582,1.4382326119465625
7328,133,2021-07-28,2021-08-22,26,treatment,1,0.004571097,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,,7328|133|2021-07-28,-0.30320887596024176,1.4382326119465625
7699,133,2021-07-28,2021-08-22,26,control,0,0.7621157,1,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,0.0,7699|133|2021-07-28,0.45433572703975816,1.4382326119465625
7756,133,2021-07-28,2021-08-22,26,control,0,0.49523795,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,1.0,7756|133|2021-07-28,0.1874579770397582,1.4382326119465625
7772,133,2021-07-28,2021-08-22,26,control,0,0.41469616,0,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,,7772|133|2021-07-28,0.10691618703975819,1.4382326119465625
7803,133,2021-07-28,2021-08-22,26,control,0,0.8700735,1,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,0.3333333333333333,7803|133|2021-07-28,0.5622935270397582,1.4382326119465625
8698,133,2021-07-28,2021-08-22,26,control,0,0.6775387,1,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,1.0,8698|133|2021-07-28,0.36975872703975826,1.4382326119465625
8846,133,2021-07-28,2021-08-22,26,control,0,0.8755293,1,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,,8846|133|2021-07-28,0.5677493270397582,1.4382326119465625
9081,133,2021-07-28,2021-08-22,26,control,0,0.9648179,1,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,0.5,9081|133|2021-07-28,0.6570379270397582,1.4382326119465625
9121,133,2021-07-28,2021-08-22,26,control,0,0.7790515,1,dept_133_closure_2021-07-28,2021-04-15,2021-04,-4,0,0.0,9121|133|2021-07-28,0.4712715270397582,1.4382326119465625
